Run,Assay Type,AvgSpotLen,BioProject,BioSample,BioSampleModel,Center Name,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,ReleaseDate,sample_acc,Sample Name,SRA Study,tissue,Batch,Biological_replicate,Experiment
SRR5748755,OTHER,300,PRJNA391551,SAMN07270466,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,B73,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949321,Hong Kong,Asia,Hong Kong,HiSeq X Ten,ZmMC_HiC_1.3.2,PAIRED,size fractionation,GENOMIC,53775,22972,Zea mays,ILLUMINA,2017-07-16T00:00:00Z,SRS2307808,ZmMC_HiC_1.3.2,SRP110225,leaf mesophyll,2,3,in situ HiC
SRR5748756,OTHER,300,PRJNA391551,SAMN07270465,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,B73,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949320,Hong Kong,Asia,Hong Kong,HiSeq X Ten,ZmMC_HiC_1.3.1,PAIRED,size fractionation,GENOMIC,47370,21246,Zea mays,ILLUMINA,2017-07-16T00:00:00Z,SRS2307806,ZmMC_HiC_1.3.1,SRP110225,leaf mesophyll,1,3,in situ HiC
SRR5748757,OTHER,300,PRJNA391551,SAMN07270513,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,Yugu-1,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949319,Hong Kong,Asia,Hong Kong,HiSeq X Ten,SiMC_HiC_1.1.2,PAIRED,size fractionation,GENOMIC,20722,7380,Setaria italica,ILLUMINA,2017-07-16T00:00:00Z,SRS2307822,SiMC_HiC_1.1.2,SRP110225,leaf mesophyll,2,1,in situ HiC
SRR5748758,OTHER,300,PRJNA391551,SAMN07270514,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,Yugu-1,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949318,Hong Kong,Asia,Hong Kong,HiSeq X Ten,SiMC_HiC_1.2.1,PAIRED,size fractionation,GENOMIC,10625,4171,Setaria italica,ILLUMINA,2017-07-16T00:00:00Z,SRS2307805,SiMC_HiC_1.2.1,SRP110225,leaf mesophyll,1,2,in situ HiC
SRR5748760,OTHER,300,PRJNA391551,SAMN07270516,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,Yugu-1,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949316,Hong Kong,Asia,Hong Kong,HiSeq X Ten,SiMC_HiC_2.1.1,PAIRED,size fractionation,GENOMIC,15390,6093,Setaria italica,ILLUMINA,2017-07-16T00:00:00Z,SRS2307804,SiMC_HiC_2.1.1,SRP110225,leaf mesophyll,1,3,in situ HiC
SRR5748761,RNA-Seq,300,PRJNA391551,SAMN07270509,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,Yugu-1,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949315,Hong Kong,Asia,Hong Kong,HiSeq X Ten,SiMC_mRNA_2,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,3520,1406,Setaria italica,ILLUMINA,2017-07-16T00:00:00Z,SRS2307802,SiMC_mRNA_2,SRP110225,leaf mesophyll,1,2,mRNA
SRR5748762,Bisulfite-Seq,250,PRJNA391551,SAMN07270510,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,Yugu-1,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949314,Hong Kong,Asia,Hong Kong,HiSeq X Ten,SiMC_BS_1,PAIRED,RANDOM,GENOMIC,29462,16965,Setaria italica,ILLUMINA,2017-07-16T00:00:00Z,SRS2307801,SiMC_BS_1,SRP110225,leaf mesophyll,1,1,WGBS-seq
SRR5748763,Bisulfite-Seq,250,PRJNA391551,SAMN07270511,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,Yugu-1,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949313,Hong Kong,Asia,Hong Kong,HiSeq X Ten,SiMC_BS_2,PAIRED,RANDOM,GENOMIC,26293,15196,Setaria italica,ILLUMINA,2017-07-16T00:00:00Z,SRS2307800,SiMC_BS_2,SRP110225,leaf mesophyll,1,2,WGBS-seq
SRR5748764,OTHER,300,PRJNA391551,SAMN07270512,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,Yugu-1,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949312,Hong Kong,Asia,Hong Kong,HiSeq X Ten,SiMC_HiC_1.1.1,PAIRED,size fractionation,GENOMIC,11497,4576,Setaria italica,ILLUMINA,2017-07-16T00:00:00Z,SRS2307798,SiMC_HiC_1.1.1,SRP110225,leaf mesophyll,1,1,in situ HiC
SRR5748765,OTHER,300,PRJNA391551,SAMN07270517,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,Yugu-1,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949311,Hong Kong,Asia,Hong Kong,HiSeq X Ten,SiMC_HiC_2.1.2,PAIRED,size fractionation,GENOMIC,15055,5331,Setaria italica,ILLUMINA,2017-07-16T00:00:00Z,SRS2307799,SiMC_HiC_2.1.2,SRP110225,leaf mesophyll,2,3,in situ HiC
SRR5748766,OTHER,300,PRJNA391551,SAMN07270518,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,Yugu-1,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949310,Hong Kong,Asia,Hong Kong,HiSeq X Ten,SiMC_HiC_2.2.1,PAIRED,size fractionation,GENOMIC,10202,3929,Setaria italica,ILLUMINA,2017-07-16T00:00:00Z,SRS2307797,SiMC_HiC_2.2.1,SRP110225,leaf mesophyll,1,4,in situ HiC
SRR5748767,OTHER,300,PRJNA391551,SAMN07270457,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,B73,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949309,Hong Kong,Asia,Hong Kong,HiSeq X Ten,ZmMC_HiC_1.2.1,PAIRED,size fractionation,GENOMIC,1831,748,Zea mays,ILLUMINA,2017-07-16T00:00:00Z,SRS2307795,ZmMC_HiC_1.2.1,SRP110225,leaf mesophyll,1,2,in situ HiC
SRR5748768,OTHER,300,PRJNA391551,SAMN07270458,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,B73,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949308,Hong Kong,Asia,Hong Kong,HiSeq X Ten,ZmMC_HiC_1.2.2,PAIRED,size fractionation,GENOMIC,2216,880,Zea mays,ILLUMINA,2017-07-16T00:00:00Z,SRS2307794,ZmMC_HiC_1.2.2,SRP110225,leaf mesophyll,2,2,in situ HiC
SRR5748769,OTHER,300,PRJNA391551,SAMN07270451,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,B73,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949307,Hong Kong,Asia,Hong Kong,HiSeq X Ten,ZmMC_HiC_1.1.3,PAIRED,size fractionation,GENOMIC,40687,14330,Zea mays,ILLUMINA,2017-07-16T00:00:00Z,SRS2307793,ZmMC_HiC_1.1.3,SRP110225,leaf mesophyll,3,1,in situ HiC
SRR5748770,OTHER,300,PRJNA391551,SAMN07270452,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,B73,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949306,Hong Kong,Asia,Hong Kong,HiSeq X Ten,ZmMC_HiC_1.1.4,PAIRED,size fractionation,GENOMIC,9515,3392,Zea mays,ILLUMINA,2017-07-16T00:00:00Z,SRS2307792,ZmMC_HiC_1.1.4,SRP110225,leaf mesophyll,4,1,in situ HiC
SRR5748771,OTHER,300,PRJNA391551,SAMN07270449,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,B73,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949305,Hong Kong,Asia,Hong Kong,HiSeq X Ten,ZmMC_HiC_1.1.1,PAIRED,size fractionation,GENOMIC,53796,18880,Zea mays,ILLUMINA,2017-07-16T00:00:00Z,SRS2307791,ZmMC_HiC_1.1.1,SRP110225,leaf mesophyll,1,1,in situ HiC
SRR5748772,OTHER,300,PRJNA391551,SAMN07270450,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,B73,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949304,Hong Kong,Asia,Hong Kong,HiSeq X Ten,ZmMC_HiC_1.1.2,PAIRED,size fractionation,GENOMIC,38284,13685,Zea mays,ILLUMINA,2017-07-16T00:00:00Z,SRS2307790,ZmMC_HiC_1.1.2,SRP110225,leaf mesophyll,2,1,in situ HiC
SRR5748773,OTHER,300,PRJNA391551,SAMN07270455,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,B73,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949303,Hong Kong,Asia,Hong Kong,HiSeq X Ten,ZmMC_HiC_1.1.7,PAIRED,size fractionation,GENOMIC,20600,9019,Zea mays,ILLUMINA,2017-07-16T00:00:00Z,SRS2307789,ZmMC_HiC_1.1.7,SRP110225,leaf mesophyll,7,1,in situ HiC
SRR5748776,OTHER,300,PRJNA391551,SAMN07270454,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,B73,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949300,Hong Kong,Asia,Hong Kong,HiSeq X Ten,ZmMC_HiC_1.1.6,PAIRED,size fractionation,GENOMIC,23118,10071,Zea mays,ILLUMINA,2017-07-16T00:00:00Z,SRS2307786,ZmMC_HiC_1.1.6,SRP110225,leaf mesophyll,6,1,in situ HiC
SRR5748777,ChIP-Seq,300,PRJNA391551,SAMN07270488,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,BTX-623,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949299,Hong Kong,Asia,Hong Kong,HiSeq X Ten,SbMC_H3K27me3,PAIRED,ChIP,GENOMIC,3955,1432,Sorghum bicolor,ILLUMINA,2017-07-16T00:00:00Z,SRS2307796,SbMC_H3K27me3,SRP110225,leaf mesophyll,1,1,H3K27me3 ChIP-seq
SRR5748779,ChIP-Seq,51,PRJNA391551,SAMN07270486,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,BTX-623,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949297,Hong Kong,Asia,Hong Kong,Illumina HiSeq 4000,SbMC_H3K4me3_1.1,SINGLE,ChIP,GENOMIC,437,155,Sorghum bicolor,ILLUMINA,2017-07-16T00:00:00Z,SRS2307784,SbMC_H3K4me3_1.1,SRP110225,leaf mesophyll,1,1,H3K4me3 ChIP-seq
SRR5748780,Tn-Seq,300,PRJNA391551,SAMN07270485,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,BTX-623,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949296,Hong Kong,Asia,Hong Kong,HiSeq X Ten,SbMC_ATAC_1.3,PAIRED,size fractionation,GENOMIC,4582,1736,Sorghum bicolor,ILLUMINA,2017-07-16T00:00:00Z,SRS2307783,SbMC_ATAC_1.3,SRP110225,leaf mesophyll,3,1,ATAC-seq
SRR5748781,Tn-Seq,300,PRJNA391551,SAMN07270484,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,BTX-623,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949295,Hong Kong,Asia,Hong Kong,HiSeq X Ten,SbMC_ATAC_1.2,PAIRED,size fractionation,GENOMIC,5770,2177,Sorghum bicolor,ILLUMINA,2017-07-16T00:00:00Z,SRS2307782,SbMC_ATAC_1.2,SRP110225,leaf mesophyll,2,1,ATAC-seq
SRR5748782,Tn-Seq,300,PRJNA391551,SAMN07270483,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,BTX-623,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949294,Hong Kong,Asia,Hong Kong,HiSeq X Ten,SbMC_ATAC_1.1,PAIRED,size fractionation,GENOMIC,5208,1969,Sorghum bicolor,ILLUMINA,2017-07-16T00:00:00Z,SRS2307781,SbMC_ATAC_1.1,SRP110225,leaf mesophyll,1,1,ATAC-seq
SRR5748783,OTHER,300,PRJNA391551,SAMN07270482,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,B73,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949293,Hong Kong,Asia,Hong Kong,HiSeq X Ten,ZmMC_HiC_2.1.14,PAIRED,size fractionation,GENOMIC,73584,31642,Zea mays,ILLUMINA,2017-07-16T00:00:00Z,SRS2307780,ZmMC_HiC_2.1.14,SRP110225,leaf mesophyll,14,4,in situ HiC
SRR5748784,OTHER,300,PRJNA391551,SAMN07270481,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,B73,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949292,Hong Kong,Asia,Hong Kong,HiSeq X Ten,ZmMC_HiC_2.1.13,PAIRED,size fractionation,GENOMIC,65508,27792,Zea mays,ILLUMINA,2017-07-16T00:00:00Z,SRS2307779,ZmMC_HiC_2.1.13,SRP110225,leaf mesophyll,13,4,in situ HiC
SRR5748785,OTHER,300,PRJNA391551,SAMN07270480,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,B73,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949291,Hong Kong,Asia,Hong Kong,HiSeq X Ten,ZmMC_HiC_2.1.12,PAIRED,size fractionation,GENOMIC,43475,18211,Zea mays,ILLUMINA,2017-07-16T00:00:00Z,SRS2307778,ZmMC_HiC_2.1.12,SRP110225,leaf mesophyll,12,4,in situ HiC
SRR5748786,OTHER,300,PRJNA391551,SAMN07270479,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,B73,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949290,Hong Kong,Asia,Hong Kong,HiSeq X Ten,ZmMC_HiC_2.1.11,PAIRED,size fractionation,GENOMIC,46553,19684,Zea mays,ILLUMINA,2017-07-16T00:00:00Z,SRS2307777,ZmMC_HiC_2.1.11,SRP110225,leaf mesophyll,11,4,in situ HiC
SRR5748787,OTHER,300,PRJNA391551,SAMN07270477,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,B73,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949289,Hong Kong,Asia,Hong Kong,HiSeq X Ten,ZmMC_HiC_2.1.9,PAIRED,size fractionation,GENOMIC,3276,1477,Zea mays,ILLUMINA,2017-07-16T00:00:00Z,SRS2307776,ZmMC_HiC_2.1.9,SRP110225,leaf mesophyll,9,4,in situ HiC
SRR5748789,OTHER,300,PRJNA391551,SAMN07270469,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,B73,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949287,Hong Kong,Asia,Hong Kong,HiSeq X Ten,ZmMC_HiC_2.1.1,PAIRED,size fractionation,GENOMIC,29845,10716,Zea mays,ILLUMINA,2017-07-16T00:00:00Z,SRS2307773,ZmMC_HiC_2.1.1,SRP110225,leaf mesophyll,1,4,in situ HiC
SRR5748790,OTHER,300,PRJNA391551,SAMN07270470,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,B73,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949286,Hong Kong,Asia,Hong Kong,HiSeq X Ten,ZmMC_HiC_2.1.2,PAIRED,size fractionation,GENOMIC,12795,4722,Zea mays,ILLUMINA,2017-07-16T00:00:00Z,SRS2307774,ZmMC_HiC_2.1.2,SRP110225,leaf mesophyll,2,4,in situ HiC
SRR5748792,OTHER,300,PRJNA391551,SAMN07270472,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,B73,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949284,Hong Kong,Asia,Hong Kong,HiSeq X Ten,ZmMC_HiC_2.1.4,PAIRED,size fractionation,GENOMIC,2407,1033,Zea mays,ILLUMINA,2017-07-16T00:00:00Z,SRS2307771,ZmMC_HiC_2.1.4,SRP110225,leaf mesophyll,4,4,in situ HiC
SRR5748793,OTHER,300,PRJNA391551,SAMN07270473,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,B73,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949283,Hong Kong,Asia,Hong Kong,HiSeq X Ten,ZmMC_HiC_2.1.5,PAIRED,size fractionation,GENOMIC,13424,4843,Zea mays,ILLUMINA,2017-07-16T00:00:00Z,SRS2307770,ZmMC_HiC_2.1.5,SRP110225,leaf mesophyll,5,4,in situ HiC
SRR5748794,OTHER,300,PRJNA391551,SAMN07270474,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,B73,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949282,Hong Kong,Asia,Hong Kong,HiSeq X Ten,ZmMC_HiC_2.1.6,PAIRED,size fractionation,GENOMIC,31063,10958,Zea mays,ILLUMINA,2017-07-16T00:00:00Z,SRS2307769,ZmMC_HiC_2.1.6,SRP110225,leaf mesophyll,6,4,in situ HiC
SRR5748795,OTHER,300,PRJNA391551,SAMN07270475,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,B73,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949281,Hong Kong,Asia,Hong Kong,HiSeq X Ten,ZmMC_HiC_2.1.7,PAIRED,size fractionation,GENOMIC,29704,10441,Zea mays,ILLUMINA,2017-07-16T00:00:00Z,SRS2307768,ZmMC_HiC_2.1.7,SRP110225,leaf mesophyll,7,4,in situ HiC
SRR5748797,Tn-Seq,51,PRJNA391551,SAMN07270504,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,Yugu-1,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949279,Hong Kong,Asia,Hong Kong,Illumina HiSeq 4000,SiMC_ATAC_1.2,SINGLE,size fractionation,GENOMIC,776,282,Setaria italica,ILLUMINA,2017-07-16T00:00:00Z,SRS2307766,SiMC_ATAC_1.2,SRP110225,leaf mesophyll,2,1,ATAC-seq
SRR5748798,Tn-Seq,51,PRJNA391551,SAMN07270503,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,Yugu-1,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949278,Hong Kong,Asia,Hong Kong,Illumina HiSeq 4000,SiMC_ATAC_1.1,SINGLE,size fractionation,GENOMIC,642,212,Setaria italica,ILLUMINA,2017-07-16T00:00:00Z,SRS2307764,SiMC_ATAC_1.1,SRP110225,leaf mesophyll,1,1,ATAC-seq
SRR5748799,ChIP-Seq,300,PRJNA391551,SAMN07270506,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,Yugu-1,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949277,Hong Kong,Asia,Hong Kong,HiSeq X Ten,SiMC_H3K27me3,PAIRED,ChIP,GENOMIC,8969,3352,Setaria italica,ILLUMINA,2017-07-16T00:00:00Z,SRS2307765,SiMC_H3K27me3,SRP110225,leaf mesophyll,1,1,H3K27me3-seq
SRR5748800,ChIP-Seq,300,PRJNA391551,SAMN07270505,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,Yugu-1,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949276,Hong Kong,Asia,Hong Kong,HiSeq X Ten,SiMC_H3K4me3,PAIRED,ChIP,GENOMIC,8416,3076,Setaria italica,ILLUMINA,2017-07-16T00:00:00Z,SRS2307763,SiMC_H3K4me3,SRP110225,leaf mesophyll,1,1,H3K4me3-seq
SRR5748801,OTHER,300,PRJNA391551,SAMN07270500,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,BTX-623,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949275,Hong Kong,Asia,Hong Kong,HiSeq X Ten,SbMC_HiC_1.3,PAIRED,size fractionation,GENOMIC,146736,51171,Sorghum bicolor,ILLUMINA,2017-07-16T00:00:00Z,SRS2307762,SbMC_HiC_1.3,SRP110225,leaf mesophyll,3,1,in situ HiC
SRR5748802,OTHER,300,PRJNA391551,SAMN07270499,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,BTX-623,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949274,Hong Kong,Asia,Hong Kong,HiSeq X Ten,SbMC_HiC_1.2,PAIRED,size fractionation,GENOMIC,41832,14770,Sorghum bicolor,ILLUMINA,2017-07-16T00:00:00Z,SRS2307761,SbMC_HiC_1.2,SRP110225,leaf mesophyll,2,1,in situ HiC
SRR5748803,OTHER,300,PRJNA391551,SAMN07270502,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,BTX-623,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949273,Hong Kong,Asia,Hong Kong,HiSeq X Ten,SbMC_HiC_2.2,PAIRED,size fractionation,GENOMIC,48619,17215,Sorghum bicolor,ILLUMINA,2017-07-16T00:00:00Z,SRS2307760,SbMC_HiC_2.2,SRP110225,leaf mesophyll,2,2,in situ HiC
SRR5748804,OTHER,300,PRJNA391551,SAMN07270501,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,BTX-623,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949272,Hong Kong,Asia,Hong Kong,HiSeq X Ten,SbMC_HiC_2.1,PAIRED,size fractionation,GENOMIC,12179,4821,Sorghum bicolor,ILLUMINA,2017-07-16T00:00:00Z,SRS2307759,SbMC_HiC_2.1,SRP110225,leaf mesophyll,1,2,in situ HiC
SRR5748805,RNA-Seq,300,PRJNA391551,SAMN07270508,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,Yugu-1,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949271,Hong Kong,Asia,Hong Kong,HiSeq X Ten,SiMC_mRNA_1,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,2091,832,Setaria italica,ILLUMINA,2017-07-16T00:00:00Z,SRS2307757,SiMC_mRNA_1,SRP110225,leaf mesophyll,1,1,mRNA
SRR5748806,ChIP-Seq,300,PRJNA391551,SAMN07270507,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,Yugu-1,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949270,Hong Kong,Asia,Hong Kong,HiSeq X Ten,SiMC_input,PAIRED,ChIP,GENOMIC,4268,2038,Setaria italica,ILLUMINA,2017-07-16T00:00:00Z,SRS2307758,SiMC_input,SRP110225,leaf mesophyll,1,1,input
SRR5748807,RNA-Seq,300,PRJNA391551,SAMN07270438,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,B73,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949269,Hong Kong,Asia,Hong Kong,HiSeq X Ten,ZmMC_mRNA_1,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,2808,1140,Zea mays,ILLUMINA,2017-07-16T00:00:00Z,SRS2307756,ZmMC_mRNA_1,SRP110225,leaf mesophyll,1,1,RNA-seq
SRR5748808,ChIP-Seq,300,PRJNA391551,SAMN07270437,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,B73,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949268,Hong Kong,Asia,Hong Kong,HiSeq X Ten,ZmMC_input,PAIRED,ChIP,GENOMIC,14707,6947,Zea mays,ILLUMINA,2017-07-16T00:00:00Z,SRS2307755,ZmMC_input,SRP110225,leaf mesophyll,1,1,ChIP Input
SRR5748809,Tn-Seq,51,PRJNA391551,SAMN07270430,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,B73,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949267,Hong Kong,Asia,Hong Kong,Illumina HiSeq 4000,ZmMC_ATAC_1.2,SINGLE,size fractionation,GENOMIC,1424,510,Zea mays,ILLUMINA,2017-07-16T00:00:00Z,SRS2307754,ZmMC_ATAC_1.2,SRP110225,leaf mesophyll,2,1,ATAC-seq
SRR5748810,Tn-Seq,101,PRJNA391551,SAMN07270429,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,B73,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949266,Hong Kong,Asia,Hong Kong,Illumina HiSeq 4000,ZmMC_ATAC_1.1,SINGLE,size fractionation,GENOMIC,1343,508,Zea mays,ILLUMINA,2017-07-16T00:00:00Z,SRS2307752,ZmMC_ATAC_1.1,SRP110225,leaf mesophyll,1,1,ATAC-seq
SRR5748812,ChIP-Seq,51,PRJNA391551,SAMN07270431,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,B73,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949264,Hong Kong,Asia,Hong Kong,Illumina HiSeq 4000,ZmMC_H3K4me3_1.1,SINGLE,ChIP,GENOMIC,631,213,Zea mays,ILLUMINA,2017-07-16T00:00:00Z,SRS2307750,ZmMC_H3K4me3_1.1,SRP110225,leaf mesophyll,1,1,H3K4me3 ChIP-seq
SRR5748813,ChIP-Seq,51,PRJNA391551,SAMN07270434,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,B73,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949263,Hong Kong,Asia,Hong Kong,Illumina HiSeq 4000,ZmMC_H3K27me3_1.2,SINGLE,ChIP,GENOMIC,1488,541,Zea mays,ILLUMINA,2017-07-16T00:00:00Z,SRS2307749,ZmMC_H3K27me3_1.2,SRP110225,leaf mesophyll,2,1,H3K27me3 ChIP-seq
SRR5748814,ChIP-Seq,51,PRJNA391551,SAMN07270433,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,B73,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949262,Hong Kong,Asia,Hong Kong,Illumina HiSeq 4000,ZmMC_H3K27me3_1.1,SINGLE,ChIP,GENOMIC,265,87,Zea mays,ILLUMINA,2017-07-16T00:00:00Z,SRS2307748,ZmMC_H3K27me3_1.1,SRP110225,leaf mesophyll,1,1,H3K27me3 ChIP-seq
SRR5748815,ChIP-Seq,51,PRJNA391551,SAMN07270436,Plant,THE CHINESE UNIVERSITY OF HONG KONG,public,B73,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",seedling,SRX2949261,Hong Kong,Asia,Hong Kong,Illumina HiSeq 4000,ZmMC_H3K27ac_1.2,SINGLE,ChIP,GENOMIC,1248,453,Zea mays,ILLUMINA,2017-07-16T00:00:00Z,SRS2307747,ZmMC_H3K27ac_1.2,SRP110225,leaf mesophyll,2,1,H3K27ac ChIP-seq
